,house_type,price,address,square,object_type,latitude,longitude,year_of_construction,building_type,rooms,sauna
179,"Kerrostalo, 1977",868,"Kirstintie 17, Suvela, Espoo",59.5,2H+K,60.2041686,24.67313714271404,1977.0,Kerrostalo,2,False
180,"Kerrostalo, 2018",818,"Marinkallio 4, Kivenlahti, Espoo",39.0,1H+KT,60.15845435,24.61975890366556,2018.0,Kerrostalo,1,False
181,"Kerrostalo, 2013",920,"Ulappakatu 1, Espoonlahti, Espoo",45.5,2H+KT,60.1506629,24.6548474,2013.0,Kerrostalo,2,False
182,"Kerrostalo, 1994",819,"Sinettikuja 3, Espoon keskus, Espoo",39.0,2H+KK,60.20229985,24.65782686586373,1994.0,Kerrostalo,2,False
184,Kerrostalo,629,"Klippinkitie 1, Kauklahti, Espoo",39.5,1h + kk + p,60.1919216,24.59826757311609,,Kerrostalo,1,False
185,"Kerrostalo, 2017",827,"Piilipuuntie 15 A, Suurpelto, Espoo",50.5,2 H + KT,60.1858108,24.7397412,2017.0,Kerrostalo,2,False
186,"Kerrostalo, 2003",898,"Rauhalanpuisto 4, Matinkylä, Espoo",42.0,2H+KT,60.16416340000001,24.745037183629204,2003.0,Kerrostalo,2,False
187,"Kerrostalo, 2011",910,"Piilipuuntie 21 D, Suurpelto, Espoo",48.5,2h+kk+s,60.1858108,24.7397412,2011.0,Kerrostalo,2,True
188,"Kerrostalo, 1976",880,"Kirstintie 30, Suvela, Espoo",63.0,2H+K,60.2054793,24.672989876694857,1976.0,Kerrostalo,2,False
189,"Kerrostalo, 1991",939,"Asemakuja 3, Espoon keskus, Espoo",60.0,2H+K,60.2051065,24.6604885,1991.0,Kerrostalo,2,False
190,"Kerrostalo, 2022",899,"Runoratsunkatu 17, Vermonniitty, Espoo",39.5,2H+KT,60.21434045,24.82954513843764,2022.0,Kerrostalo,2,False
191,"Kerrostalo, 2022",894,"Runoratsunkatu 17, Vermonniitty, Espoo",41.5,1H+KT,60.21434045,24.82954513843764,2022.0,Kerrostalo,1,False
192,"Kerrostalo, 2022",857,"Runoratsunkatu 17, Vermonniitty, Espoo",39.5,1H+KT,60.21434045,24.82954513843764,2022.0,Kerrostalo,1,False
193,"Kerrostalo, 2022",785,"Kirstinmäki 6 D, Suvela, Espoo",30.0,1H+KT+ranskalainen parveke,60.2019535,24.665795,2022.0,Kerrostalo,1,True
194,"Kerrostalo, 2022",891,"Kirstinmäki 6 D, Suvela, Espoo",43.5,2H+KT+lasitettu parveke,60.2019535,24.665795,2022.0,Kerrostalo,2,True
195,"Kerrostalo, 2022",896,"Kirstinmäki 6 D, Suvela, Espoo",43.5,2H+KT+lasitettu parveke,60.2019535,24.665795,2022.0,Kerrostalo,2,True
196,"Kerrostalo, 1980",829,"Joupinrinne 4, Suvela, Espoo",50.0,2H+KK,60.20265875,24.67853516556904,1980.0,Kerrostalo,2,False
197,"Kerrostalo, 2018",820,"Marinkallio 4, Kivenlahti, Espoo",39.5,1H+KT,60.15845435,24.61975890366556,2018.0,Kerrostalo,1,False
198,"Rivitalo, 1989",1200,"Hansakallionkuja, Kauklahti, Espoo",35.5,1h + avok,60.1892571,24.5933085,1989.0,Rivitalo,1,False
199,"Kerrostalo, 2018",878,"Saunalahdenkatu 2, Saunalahti, Espoo",45.5,2H+KT,60.1652306,24.6143043,2018.0,Kerrostalo,2,False
200,"Kerrostalo, 1980",829,"Joupinrinne 4, Suvela, Espoo",50.0,2H+KK,60.20265875,24.67853516556904,1980.0,Kerrostalo,2,False
201,Kerrostalo,850,"Meteorinkatu 4, Olari, Espoo",43.0,2h+k+kph+p,60.1684397,24.7334615,,Kerrostalo,2,False
202,"Kerrostalo, 1994",868,"Sinettikuja 3, Espoon keskus, Espoo",56.0,2H+K,60.20229985,24.65782686586373,1994.0,Kerrostalo,2,False
203,"Kerrostalo, 2014",878,"Klariksentie 6, Suurpelto, Espoo",43.5,2H+KK,60.18272245,24.740938791924155,2014.0,Kerrostalo,2,False
205,"Kerrostalo, 2019",893,"Koivu-Mankkaan tie 1, Tapiola, Espoo",33.5,1H+KT,60.1747538,24.7808189,2019.0,Kerrostalo,1,False
206,"Kerrostalo, 2015",890,"NIHTITORPANKUJA 7 B, Nihtisilta, Espoo",49.5,2 H + KT,60.20841445,24.755624056558464,2015.0,Kerrostalo,2,False
207,"Kerrostalo, 2018",828,"Marinkallio 4, Kivenlahti, Espoo",40.0,1H+KT,60.15845435,24.61975890366556,2018.0,Kerrostalo,1,False
208,Kerrostalo,770,"Puolikuu 2 A, Olari, Espoo",27.5,1h+kt+ tilava lasitettu parveke,60.1731699,24.7276308,,Kerrostalo,1,True
209,"Kerrostalo, 2016",924,"Suurpellon puistokatu 4 A, Suurpelto, Espoo",47.0,2 H + KT,60.184691650000005,24.74308957766462,2016.0,Kerrostalo,2,False
210,"Kerrostalo, 2000",1138,"Ruusutorpantie 1, Leppävaara, Espoo",65.0,3H+KK+S,60.21426645,24.80630020918452,2000.0,Kerrostalo,3,False
211,"Kerrostalo, 1972",913,"Kivimiehentie 2, Otaniemi, Espoo",22.0,1h+kph,60.1792057,24.8279028,1972.0,Kerrostalo,1,False
212,Kerrostalo,1208,"Porarinkatu 3, Leppävaara, Espoo",33.0,1h+k+kph+s+wc,60.2253557,24.8203775,,Kerrostalo,1,True
213,"Kerrostalo, 2011",850,"Asemakuja 1, Espoon keskus, Espoo",44.5,2H+KK,60.20443285,24.65972513135152,2011.0,Kerrostalo,2,False
214,"Kerrostalo, 2022",1450,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",67.5,3h+kt+s,60.1485601,24.6580334,2022.0,Kerrostalo,3,True
215,"Kerrostalo, 2022",1045,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",56.0,2h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,2,False
216,"Kerrostalo, 2022",860,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",37.0,2h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,2,False
217,"Kerrostalo, 2022",1500,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",77.5,3h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,3,False
218,"Kerrostalo, 2022",845,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",35.5,2h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,2,False
219,"Kerrostalo, 2022",1455,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",67.5,3h+kt+s,60.1485601,24.6580334,2022.0,Kerrostalo,3,True
220,"Kerrostalo, 2022",1470,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",68.5,3h+kt+s,60.1485601,24.6580334,2022.0,Kerrostalo,3,True
221,"Kerrostalo, 2022",1400,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",66.5,3h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,3,False
222,"Kerrostalo, 2022",875,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",37.5,2h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,2,False
223,"Kerrostalo, 2022",729,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",27.0,1h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,1,False
224,"Kerrostalo, 2022",1405,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",66.5,3h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,3,False
225,"Kerrostalo, 2022",738,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",27.5,1h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,1,False
226,"Kerrostalo, 2022",860,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",35.5,2h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,2,False
227,"Kerrostalo, 2014",910,"Klariksentie 6, Suurpelto, Espoo",48.0,2H+KK,60.18272245,24.740938791924155,2014.0,Kerrostalo,2,False
228,"Kerrostalo, 2022",1480,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",68.5,3h+kt+s,60.1485601,24.6580334,2022.0,Kerrostalo,3,True
229,"Kerrostalo, 2022",761,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",27.0,1h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,1,False
230,"Kerrostalo, 2022",1440,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",66.5,3h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,3,False
231,"Kerrostalo, 2022",765,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",27.0,1h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,1,False
232,"Kerrostalo, 2022",915,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",37.0,2h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,2,False
233,"Kerrostalo, 2022",1445,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",66.5,3h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,3,False
234,"Kerrostalo, 2022",880,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",36.0,2h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,2,False
235,"Kerrostalo, 2022",774,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",27.5,1h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,1,False
236,"Kerrostalo, 2022",783,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",27.5,1h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,1,False
237,"Kerrostalo, 2003",795,"Rauhalanpuisto 4, Matinkylä, Espoo",30.5,1H+KT,60.16416340000001,24.745037183629204,2003.0,Kerrostalo,1,False
239,"Kerrostalo, 1997",948,"Norppatie 8, Iivisniemi, Espoo",46.5,2H+KT+S,60.14781495,24.70213465,1997.0,Kerrostalo,2,False
240,"Kerrostalo, 1977",869,"Tiistilänkuja 3, Matinkylä, Espoo",50.0,2H+KK,60.1548661,24.737584345878137,1977.0,Kerrostalo,2,False
241,Kerrostalo,725,"Solmukuja 3 A, Espoonlahti, Espoo",27.0,1h+kt+ tilava lasitettu parveke,60.1483264,24.6579197,,Kerrostalo,1,True
242,"Kerrostalo, 2011",850,"Piilipuuntie 21 A, Suurpelto, Espoo",48.5,2h+kk+s,60.1879495,24.7391798,2011.0,Kerrostalo,2,True
243,"Kerrostalo, 2018",818,"Marinkallio 4, Kivenlahti, Espoo",39.0,1H+KT,60.15845435,24.61975890366556,2018.0,Kerrostalo,1,False
244,"Kerrostalo, 2018",878,"Saunalahdenkatu 2, Saunalahti, Espoo",45.5,2H+KT,60.1652306,24.6143043,2018.0,Kerrostalo,2,False
245,Kerrostalo,1093,"Herttuanportti 4, Kuninkainen, Espoo",59.0,3h + k,60.2251655,24.7621335,,Kerrostalo,3,False
246,"Kerrostalo, 1986",850,"Saarnimäenkuja 4, Saarniraivio, Espoo",59.5,2H+K,60.19752505,24.66633943965521,1986.0,Kerrostalo,2,False
247,Kerrostalo,628,"Aallonhuippu 4, Espoonlahti, Espoo",13.0,1h+jaettu kph+yhteistilat,60.15103405,24.637746940553647,,Kerrostalo,1,True
248,"Kerrostalo, 2020",975,"Kaarlo Sarkian katu 10 D, Vermonniitty, Espoo",46.5,2h+kt+s,60.2150821,24.8341062,2020.0,Kerrostalo,2,True
249,"Kerrostalo, 1974",1288,"Länsiportti 4, Olari, Espoo",33.0,1h+tk+kph+p,60.17513125,24.72997545,1974.0,Kerrostalo,1,False
250,"Kerrostalo, 1991",935,"Asemakuja 3, Espoon keskus, Espoo",59.0,2H+K,60.2051065,24.6604885,1991.0,Kerrostalo,2,False
251,"Kerrostalo, 2022",878,"Runoratsunkatu 17, Vermonniitty, Espoo",40.5,1H+KT,60.21434045,24.82954513843764,2022.0,Kerrostalo,1,False
252,"Kerrostalo, 2022",868,"Runoratsunkatu 17, Vermonniitty, Espoo",40.5,1H+KT,60.21434045,24.82954513843764,2022.0,Kerrostalo,1,False
253,"Kerrostalo, 2012",929,"Adjutantinkatu 3 B, Mäkkylä, Espoo",48.5,2h+kk+s,60.2219895,24.8325206,2012.0,Kerrostalo,2,True
254,"Kerrostalo, 2012",865,"Lotankatu 1, Painiitty, Espoo",53.0,2h+kt,60.235279,24.8319962,2012.0,Kerrostalo,2,False
255,"Kerrostalo, 1976",892,"Kirstintie 30, Suvela, Espoo",65.5,2H+K,60.2054793,24.672989876694857,1976.0,Kerrostalo,2,False
256,"Kerrostalo, 2022",905,"Kalevalantie 8 D, Pohjois-Tapiola, Espoo",34.5,2h+kt,60.1828181,24.7925574,2022.0,Kerrostalo,2,False
257,"Kerrostalo, 2020",800,"Kuvastimentie 1 G, Olari, Espoo",36.5,1H+KK+ALK,60.1790461,24.7141861,2020.0,Kerrostalo,1,False
258,"Kerrostalo, 2018",850,"Saunalahdenkatu 2, Saunalahti, Espoo",42.0,2H+KT,60.1652306,24.6143043,2018.0,Kerrostalo,2,False
259,"Kerrostalo, 2019",2693,"Lavaniityntie 4, Perusmäki, Espoo",67.0,4h+ak+kph+s+wc+p,60.285831,24.7251659,2019.0,Kerrostalo,4,True
260,"Kerrostalo, 1974",849,"Joupinmäenrinne 6, Suvela, Espoo",59.5,2H+K,60.20343895,24.67494404576739,1974.0,Kerrostalo,2,False
261,"Kerrostalo, 2012",868,"Piilipuuntie 31, Suurpelto, Espoo",45.5,2H+KK,60.189452,24.7381062,2012.0,Kerrostalo,2,False
262,"Kerrostalo, 2022",848,"Runoratsunkatu 17, Vermonniitty, Espoo",39.5,1H+KT,60.21434045,24.82954513843764,2022.0,Kerrostalo,1,False
263,"Kerrostalo, 2022",895,"Runoratsunkatu 17, Vermonniitty, Espoo",39.0,2H+KT,60.21434045,24.82954513843764,2022.0,Kerrostalo,2,False
264,"Kerrostalo, 2009",895,"Haikaranportti 4, Laaksolahti, Espoo",48.0,2h+kk+s,60.232106400000006,24.75403796272023,2009.0,Kerrostalo,2,True
265,"Kerrostalo, 1976",900,"Kirstinsyrjä 6A 10, Suvela, Espoo",56.0,"2h,k,kph,lasit.p",60.2047855,24.6719286,1976.0,Kerrostalo,2,True
266,"Kerrostalo, 2003",795,"Rauhalanpuisto 4, Matinkylä, Espoo",30.5,1H+KT,60.16416340000001,24.745037183629204,2003.0,Kerrostalo,1,False
267,"Kerrostalo, 1999",1150,"Puistotie 2-4, Tuomarila, Espoo",76.5,3H+K+S,60.2029915,24.6837248,1999.0,Kerrostalo,3,False
268,"Kerrostalo, 1986",849,"Saarnimäenkuja 4, Saarniraivio, Espoo",59.0,2H+K,60.19752505,24.66633943965521,1986.0,Kerrostalo,2,False
269,"Kerrostalo, 2022",868,"Runoratsunkatu 17, Vermonniitty, Espoo",40.5,1H+KT,60.21434045,24.82954513843764,2022.0,Kerrostalo,1,False
270,"Kerrostalo, 2022",789,"Kipparinkatu 4 B, Espoonlahti, Espoo",38.0,2h+kt,60.1505768,24.6483726,2022.0,Kerrostalo,2,False
271,"Kerrostalo, 2022",708,"Kipparinkatu 4 B, Espoonlahti, Espoo",28.0,1h+kt,60.1505768,24.6483726,2022.0,Kerrostalo,1,False
272,"Kerrostalo, 2022",741,"Kipparinkatu 4 B, Espoonlahti, Espoo",32.0,1h+kt+alk,60.1505768,24.6483726,2022.0,Kerrostalo,1,False
273,"Kerrostalo, 2022",1705,"Kipparinkatu 4 B, Espoonlahti, Espoo",90.0,4h+kt+vh,60.1505768,24.6483726,2022.0,Kerrostalo,4,False
274,"Kerrostalo, 2022",855,"Kipparinkatu 4 B, Espoonlahti, Espoo",43.0,2h+kt,60.1505768,24.6483726,2022.0,Kerrostalo,2,False
275,"Kerrostalo, 2022",713,"Kipparinkatu 4 B, Espoonlahti, Espoo",28.5,1h+kt,60.1505768,24.6483726,2022.0,Kerrostalo,1,False
276,"Kerrostalo, 2022",713,"Kipparinkatu 4 B, Espoonlahti, Espoo",28.5,1h+kt,60.1505768,24.6483726,2022.0,Kerrostalo,1,False
277,"Kerrostalo, 2022",746,"Kipparinkatu 4 B, Espoonlahti, Espoo",32.5,1h+kt+alk,60.1505768,24.6483726,2022.0,Kerrostalo,1,False
278,"Kerrostalo, 2022",722,"Kipparinkatu 4 B, Espoonlahti, Espoo",29.0,1h+kt+alk,60.1505768,24.6483726,2022.0,Kerrostalo,1,False
279,"Kerrostalo, 2022",860,"Kipparinkatu 4 B, Espoonlahti, Espoo",43.5,2h+kt,60.1505768,24.6483726,2022.0,Kerrostalo,2,False
280,"Kerrostalo, 2022",717,"Kipparinkatu 4 B, Espoonlahti, Espoo",28.5,1h+kt,60.1505768,24.6483726,2022.0,Kerrostalo,1,False
281,"Kerrostalo, 2022",717,"Kipparinkatu 4 B, Espoonlahti, Espoo",28.5,1h+kt,60.1505768,24.6483726,2022.0,Kerrostalo,1,False
282,"Kerrostalo, 2022",751,"Kipparinkatu 4 B, Espoonlahti, Espoo",32.5,1h+kt+alk,60.1505768,24.6483726,2022.0,Kerrostalo,1,False
283,"Kerrostalo, 2022",865,"Kipparinkatu 4 B, Espoonlahti, Espoo",43.5,2h+kt,60.1505768,24.6483726,2022.0,Kerrostalo,2,False
284,"Kerrostalo, 2022",722,"Kipparinkatu 4 B, Espoonlahti, Espoo",28.5,1h+kt,60.1505768,24.6483726,2022.0,Kerrostalo,1,False
285,"Kerrostalo, 2022",732,"Kipparinkatu 4 B, Espoonlahti, Espoo",29.0,1h+kt+alk,60.1505768,24.6483726,2022.0,Kerrostalo,1,False
286,"Kerrostalo, 2022",1639,"Kipparinkatu 4 B, Espoonlahti, Espoo",87.0,4h+kt+vh+terassi,60.1505768,24.6483726,2022.0,Kerrostalo,4,True
287,"Kerrostalo, 2022",1658,"Kipparinkatu 4 B, Espoonlahti, Espoo",92.0,4h+kt+vh,60.1505768,24.6483726,2022.0,Kerrostalo,4,False
288,"Kerrostalo, 2020",850,"Kirkkojärventie 10, Espoon keskus, Espoo",39.5,2H+KT,60.2059528,24.6574702,2020.0,Kerrostalo,2,False
289,Kerrostalo,899,"Muistokuja 3, Leppävaara, Espoo",33.0,1h + kk + p,60.22058035,24.81822857535031,,Kerrostalo,1,False
290,"Kerrostalo, 2016",828,"Suurpellon puistokatu 4 A, Suurpelto, Espoo",37.5,2 H + KT,60.184691650000005,24.74308957766462,2016.0,Kerrostalo,2,False
291,"Kerrostalo, 2013",842,"Rastasniityntie 1, Laaksolahti, Espoo",51.5,1H+KK,60.23275795000001,24.75245941649189,2013.0,Kerrostalo,1,False
292,"Kerrostalo, 2021",860,"Metsänpojankuja 5 B, Pohjois-Tapiola, Espoo",31.5,1h+kt+alkovi,60.1855942,24.805154,2021.0,Kerrostalo,1,False
293,"Kerrostalo, 2019",777,"Uuno Kailaan katu 5, Vermonniitty, Espoo",33.0,1H+KT,60.2133712,24.83391541881463,2019.0,Kerrostalo,1,False
294,"Kerrostalo, 2021",940,"Anna Sahlsténin katu 8, Vermonniitty, Espoo",44.0,2H+KT,60.2134498,24.827665990273864,2021.0,Kerrostalo,2,False
295,"Kerrostalo, 2010",789,"Perkkaantie 3, Perkkaa, Espoo",38.5,1h+kt,60.21663285,24.82143828217052,2010.0,Kerrostalo,1,False
296,"Kerrostalo, 2010",789,"Perkkaantie 3, Perkkaa, Espoo",38.5,1h+kt,60.21663285,24.82143828217052,2010.0,Kerrostalo,1,False
297,"Kerrostalo, 2015",1053,"Porarinkatu 1, Leppävaara, Espoo",21.0,1h+kph+yhteistilat,60.2251893,24.8213541,2015.0,Kerrostalo,1,True
299,"Kerrostalo, 1976",892,"Kirstintie 30, Suvela, Espoo",65.5,2H+K,60.2054793,24.672989876694857,1976.0,Kerrostalo,2,False
300,"Kerrostalo, 2022",399,"Linjaloistonkatu 11, Saunalahti, Espoo",22.0,1H+KT+LASITETTU PARVEKE,60.16251295,24.62532216963583,2022.0,Kerrostalo,1,False
307,"Kerrostalo, 2010",712,"Vesirattaanmäki 1 B, Vesirattaanmäki, Espoo",33.5,1h+kk+ransk.parv,60.2270927,24.66653,2010.0,Kerrostalo,1,True
308,"Kerrostalo, 1967",1090,"Hauenkalliontie 12-14 B, Haukilahti, Espoo",53.0,2h+k+lasitettu parveke,60.1612893,24.7580962,1967.0,Kerrostalo,2,True
309,"Kerrostalo, 2022",1300,"Linjaloistonkatu 11, Saunalahti, Espoo",59.0,3H+KT+LASITETTU PARVEKE,60.16251295,24.62532216963583,2022.0,Kerrostalo,3,False
310,"Kerrostalo, 1998",862,"PUISTOPIHA 2 B, Kilo, Espoo",52.0,2H+K+S,60.216193,24.7885977,1998.0,Kerrostalo,2,False
311,"Kerrostalo, 2018",775,"Marinkallio 8, Kivenlahti, Espoo",35.0,1H+KT,60.15838055,24.622228287533325,2018.0,Kerrostalo,1,False
312,"Kerrostalo, 2022",770,"Rälssitilankuja 4, Niittykumpu, Espoo",26.5,1h+kt+p,60.17124965,24.75686673341809,2022.0,Kerrostalo,1,False
314,"Kerrostalo, 2000",850,"Ullantorpantie 3, Ymmersta, Espoo",49.0,2H+KK+S,60.20507475,24.70335522208737,2000.0,Kerrostalo,2,False
315,"Kerrostalo, 2001",968,"Leirikaari 24, Leppävaara, Espoo",55.0,2H+K,60.21067025,24.80765360347928,2001.0,Kerrostalo,2,False
316,"Kerrostalo, 1972",1280,"Kivimiehentie 2, Otaniemi, Espoo",52.0,2h+kk,60.1792057,24.8279028,1972.0,Kerrostalo,2,False
317,"Kerrostalo, 1969",895,"Matinraitti 9, Matinkylä, Espoo",56.0,2h+k,60.15784345,24.74651265,1969.0,Kerrostalo,2,False
318,"Kerrostalo, 2019",940,"Kaarlo Sarkian katu 8, Vermonniitty, Espoo",45.0,2h+kt+s,60.2141427,24.833649286196646,2019.0,Kerrostalo,2,True
319,"Kerrostalo, 2017",859,"Puolikuu 2 B, Olari, Espoo",41.0,2h+k,60.1731699,24.7276308,2017.0,Kerrostalo,2,False
320,"Kerrostalo, 1973",840,"Kivenlahdenkatu 6, Kivenlahti, Espoo",62.0,2H+K,60.1545995,24.632103038591453,1973.0,Kerrostalo,2,False
321,"Kerrostalo, 2012",835,"Adjutantinkatu 3 C, Mäkkylä, Espoo",38.5,1h+alk+kk,60.2219895,24.8325206,2012.0,Kerrostalo,1,False
322,"Kerrostalo, 2015",720,"Matinpuronkuja 2 F, Matinkylä, Espoo",44.0,2h+kk,60.16218655,24.754404488593224,2015.0,Kerrostalo,2,False
323,"Kerrostalo, 2021",845,"Forstmestarinpiha 2, Kilo, Espoo",35.0,2H+KT,60.22115695,24.785921458720285,2021.0,Kerrostalo,2,False
324,"Kerrostalo, 2022",899,"Runoratsunkatu 17, Vermonniitty, Espoo",39.5,2H+KT,60.21434045,24.82954513843764,2022.0,Kerrostalo,2,False
325,"Kerrostalo, 2018",833,"Koivu-Mankkaan tie 1, Tapiola, Espoo",28.0,1H+KT,60.1747538,24.7808189,2018.0,Kerrostalo,1,False
326,"Kerrostalo, 2018",820,"Marinkallio 8, Kivenlahti, Espoo",39.5,1H+KT,60.15838055,24.622228287533325,2018.0,Kerrostalo,1,False
327,"Kerrostalo, 2016",791,"Reelinkikuja 3 A, Saunalahti, Espoo",40.0,2h+kt,60.167214,24.6187944,2016.0,Kerrostalo,2,False
328,"Kerrostalo, 1980",829,"Joupinrinne 4, Suvela, Espoo",50.0,2H+KK,60.20265875,24.67853516556904,1980.0,Kerrostalo,2,False
329,"Kerrostalo, 1999",887,"Tuomarilankatu 5, Tuomarila, Espoo",47.0,1H+TK+S,60.20449675,24.681096287491567,1999.0,Kerrostalo,1,False
330,"Kerrostalo, 2017",920,"Puolikuu 2 D, Olari, Espoo",42.0,2H+KT+P,60.1731699,24.7276308,2017.0,Kerrostalo,2,False
331,"Kerrostalo, 2015",1000,"Porarinkatu 1, Leppävaara, Espoo",13.0,1h+kph+yhteistilat,60.2251893,24.8213541,2015.0,Kerrostalo,1,True
332,"Kerrostalo, 1976",1090,"Kirstintie 28, Suvela, Espoo",80.0,3H+K,60.20508735,24.672558459651697,1976.0,Kerrostalo,3,False
333,"Kerrostalo, 2022",848,"Runoratsunkatu 17, Vermonniitty, Espoo",39.5,1H+KT,60.21434045,24.82954513843764,2022.0,Kerrostalo,1,False
336,"Kerrostalo, 2019",628,"Linjaloistonkatu 5, Saunalahti, Espoo",28.5,1h+kt,60.16381375,24.624455461786567,2019.0,Kerrostalo,1,False
337,"Kerrostalo, 1973",1078,"Meripoiju 1, Kivenlahti, Espoo",85.0,3H+K,60.15534375,24.632602257304686,1973.0,Kerrostalo,3,False
338,"Kerrostalo, 2016",833,"Suurpellon puistokatu 4 C, Suurpelto, Espoo",39.5,2 H + KT,60.1844255,24.7442586,2016.0,Kerrostalo,2,False
339,"Kerrostalo, 1966",815,"Elosalamantie 4 D, Tapiola, Espoo",34.5,1h+kk,60.1715973,24.8079586,1966.0,Kerrostalo,1,False
340,"Kerrostalo, 1972",895,"Aallonhuippu 9, Kivenlahti, Espoo",63.5,2H+K+P,60.1521886,24.64009925021224,1972.0,Kerrostalo,2,False
341,"Kerrostalo, 2010",805,"Vesirattaanmäki 1 B, Vesirattaanmäki, Espoo",41.5,2h+kk+parveke,60.2270927,24.66653,2010.0,Kerrostalo,2,False
342,"Kerrostalo, 2022",868,"Runoratsunkatu 17, Vermonniitty, Espoo",40.5,1H+KT,60.21434045,24.82954513843764,2022.0,Kerrostalo,1,False
343,"Kerrostalo, 2020",745,"Kuvastimentie 1 E, Olari, Espoo",29.5,1h+kk,60.1790461,24.7141861,2020.0,Kerrostalo,1,False
344,"Kerrostalo, 2010",789,"Perkkaantie 3, Perkkaa, Espoo",38.5,1h+kt,60.21663285,24.82143828217052,2010.0,Kerrostalo,1,False
345,"Kerrostalo, 2010",850,"Perkkaantie 3, Perkkaa, Espoo",47.5,2h+kt,60.21663285,24.82143828217052,2010.0,Kerrostalo,2,False
346,"Kerrostalo, 2010",1295,"Perkkaantie 3, Perkkaa, Espoo",71.5,3h+k+s+parv.,60.21663285,24.82143828217052,2010.0,Kerrostalo,3,True
347,"Kerrostalo, 1986",849,"Saarnimäenkuja 4, Saarniraivio, Espoo",59.0,2H+K,60.19752505,24.66633943965521,1986.0,Kerrostalo,2,False
348,"Kerrostalo, 1994",819,"Sinettikuja 3, Espoon keskus, Espoo",39.0,2H+KK,60.20229985,24.65782686586373,1994.0,Kerrostalo,2,False
349,"Kerrostalo, 2021",600,"Korkoontie 4, Tillinmäki, Espoo",32.5,1h+kt,60.169370650000005,24.62253824970777,2021.0,Kerrostalo,1,False
350,"Kerrostalo, 2019",840,"Runoratsunkatu 1, Vermonniitty, Espoo",39.0,1H+KT,60.21494765,24.82770161825399,2019.0,Kerrostalo,1,False
351,"Kerrostalo, 2018",850,"Niittyportinpolku 2 B, Niittykumpu, Espoo",39.5,1h+kt,60.1692158,24.771802,2018.0,Kerrostalo,1,False
352,"Rivitalo, 1986",2490,"Lyökkiniemi 18, Westend, Espoo",160.0,4h (1-2 mh) + k + aula + parveke + kph + wc + vh,60.16267315,24.805344401017216,1986.0,Rivitalo,4,False
353,"Kerrostalo, 2019",883,"Koivu-Mankkaan tie 1, Tapiola, Espoo",33.0,1H+KT,60.1747538,24.7808189,2019.0,Kerrostalo,1,False
354,"Kerrostalo, 1977",865,"Kirstintie 17, Suvela, Espoo",59.5,2H+K,60.2041686,24.67313714271404,1977.0,Kerrostalo,2,False
355,"Kerrostalo, 2022",895,"Runoratsunkatu 17, Vermonniitty, Espoo",39.5,2H+KT,60.21434045,24.82954513843764,2022.0,Kerrostalo,2,False
356,"Kerrostalo, 2021",1135,"Peuraniitty 1 E, Sepänkylä, Espoo",66.0,3h+kt,60.204458,24.7380923,2021.0,Kerrostalo,3,False
357,"Kerrostalo, 1980",829,"Joupinrinne 4, Suvela, Espoo",50.0,2H+KK,60.20265875,24.67853516556904,1980.0,Kerrostalo,2,False
