Unnamed: 0,house_type,price,address,square,object_type,price_per_square,year_of_construction,building_type,rooms,sauna,latitude,longitude
180,"Résidence étudiante, 2001",392367,"2 Rue Victor Hugo, Lyon",68.3,5 pièces,5745,2001.0,Résidence étudiante,5,False,45.7251705,4.9494273
181,"Maison individuelle, 2016",578664,"25 Quai Saint-Antoine, Lyon",58.4,1 pièce,9909,2016.0,Maison individuelle,1,False,45.7360091,4.8705557
182,"Maison de ville, 2006",409665,"17 Rue Pasteur, Lyon",79.2,3 pièces,5173,2006.0,Maison de ville,3,False,45.7701192,4.7745702
183,"Maison jumelée, 1992",301025,"4 Place Bellecour, Lyon",109.4,3 pièces,2752,1992.0,Maison jumelée,3,False,45.7147641,4.8349202
184,"Appartement, 1985",102915,"10 Rue de la République, Lyon",115.7,2 pièces,889,1985.0,Appartement,2,False,45.6956705,4.7890663
185,"Maison jumelée, 1976",360113,"10 Rue de la République, Lyon",20.1,2 pièces,17916,1976.0,Maison jumelée,2,False,45.7076053,4.8732812
186,"Penthouse, 1990",595139,"92 Quai Perrache, Lyon",58.4,3 pièces,10191,1990.0,Penthouse,3,False,45.8140013,4.8657616
187,"Loft, 2006",319131,"10 Rue de la République, Lyon",54.0,1 pièce,5910,2006.0,Loft,1,False,45.7653823,4.8009958
188,"Immeuble, 1972",281649,"4 Place Bellecour, Lyon",63.3,"3 pièces, terrasse",4449,1972.0,Immeuble,3,False,45.7607791,4.8129287
189,"Appartement, 1977",96701,"17 Rue Pasteur, Lyon",113.6,"2 pièces, balcon",851,1977.0,Appartement,2,False,45.7587752,4.8104422
190,"Studio, 2024",302795,"13 Rue de Marseille, Lyon",64.1,2 pièces,4724,2024.0,Studio,2,False,45.8199424,4.8173024
191,"Loft, 1983",399239,"92 Quai Perrache, Lyon",82.0,1 pièce,4869,1983.0,Loft,1,False,45.8318749,4.875504
192,"Maison individuelle, 2001",471830,"2 Rue Victor Hugo, Lyon",39.7,Studio,11885,2001.0,Maison individuelle,1,False,45.7061522,4.8132
193,"Maison de ville, 1974",428737,"5 Rue Garibaldi, Lyon",38.1,"4 pièces, jardin",11253,1974.0,Maison de ville,4,False,45.8616389,4.9010397
194,"Studio, 2019",794337,"4 Place Bellecour, Lyon",56.6,2 pièces,14034,2019.0,Studio,2,False,45.6966995,4.7754166
195,"Studio, 1986",666167,"25 Quai Saint-Antoine, Lyon",65.0,Studio,10249,1986.0,Studio,3,False,45.8250636,4.8245925
196,"Résidence étudiante, 2003",652602,"2 Rue Victor Hugo, Lyon",64.4,"3 pièces, terrasse",10134,2003.0,Résidence étudiante,3,False,45.7525624,4.8843246
197,"Maison individuelle, 1989",643660,"2 Rue Victor Hugo, Lyon",115.6,"5 pièces, duplex",5568,1989.0,Maison individuelle,5,False,45.7893156,4.7699367
198,"Résidence étudiante, 2008",454639,"5 Rue Garibaldi, Lyon",115.2,4 pièces,3947,2008.0,Résidence étudiante,4,False,45.830464,4.8237368
199,"Maison jumelée, 1992",645991,"17 Rue Pasteur, Lyon",94.0,3 pièces,6872,1992.0,Maison jumelée,3,False,45.7714402,4.8022653
200,"Loft, 1973",312984,"8 Avenue Jean Jaurès, Lyon",56.5,1 pièce,5540,1973.0,Loft,1,False,45.8305757,4.8311261
201,"Maison individuelle, 2024",390829,"92 Quai Perrache, Lyon",112.4,"4 pièces, parking",3477,2024.0,Maison individuelle,4,False,45.7595716,4.8524939
202,"Loft, 1985",333009,"8 Avenue Jean Jaurès, Lyon",19.2,"4 pièces, parking",17344,1985.0,Loft,4,False,45.7360057,4.8643376
203,"Résidence de standing, 1972",385282,"27 Rue du Président Édouard Herriot, Lyon",55.0,"3 pièces, ascenseur",7005,1972.0,Résidence de standing,3,False,45.791189,4.833288
204,"Résidence de standing, 1980",500097,"4 Place Bellecour, Lyon",44.5,"3 pièces, terrasse",11238,1980.0,Résidence de standing,3,False,45.7675587,4.8758396
205,"Maison jumelée, 1991",418926,"4 Place Bellecour, Lyon",29.1,Studio,14396,1991.0,Maison jumelée,2,False,45.7191371,4.7520748
206,"Immeuble, 1974",469841,"27 Rue du Président Édouard Herriot, Lyon",26.6,"4 pièces, jardin",17663,1974.0,Immeuble,4,False,45.7327567,4.8057101
207,"Résidence de standing, 1971",715303,"4 Place Bellecour, Lyon",116.6,"4 pièces, jardin",6135,1971.0,Résidence de standing,4,False,45.7836942,4.7829357
208,"Résidence de standing, 1982",644823,"92 Quai Perrache, Lyon",93.2,2 pièces,6919,1982.0,Résidence de standing,2,False,45.8671231,4.8759647
209,"Penthouse, 1975",461244,"13 Rue de Marseille, Lyon",91.5,Studio,5041,1975.0,Penthouse,1,False,45.7740514,4.8913112
210,"Immeuble, 1977",483236,"8 Avenue Jean Jaurès, Lyon",76.0,"5 pièces, duplex",6358,1977.0,Immeuble,5,False,45.739747,4.9035103
211,"Appartement, 2017",158085,"25 Quai Saint-Antoine, Lyon",70.1,1 pièce,2255,2017.0,Appartement,1,False,45.732841,4.8075824
212,"Appartement, 2019",159804,"5 Rue Garibaldi, Lyon",87.7,2 pièces,1822,2019.0,Appartement,2,False,45.7224861,4.8768713
213,"Résidence étudiante, 2003",376854,"27 Rue du Président Édouard Herriot, Lyon",53.1,Studio,7097,2003.0,Résidence étudiante,3,False,45.7417827,4.9421075
214,"Studio, 1992",314073,"17 Rue Pasteur, Lyon",91.5,1 pièce,3432,1992.0,Studio,1,False,45.8544107,4.7997341
215,"Penthouse, 2005",221344,"10 Rue de la République, Lyon",36.0,"5 pièces, duplex",6148,2005.0,Penthouse,5,False,45.7285976,4.8670949
216,"Immeuble, 1991",387575,"2 Rue Victor Hugo, Lyon",52.4,"2 pièces, balcon",7396,1991.0,Immeuble,2,False,45.7376324,4.8635597
217,"Penthouse, 1982",575051,"17 Rue Pasteur, Lyon",42.3,4 pièces,13595,1982.0,Penthouse,4,False,45.8246979,4.8928274
218,"Résidence de standing, 1991",518166,"5 Rue Garibaldi, Lyon",59.2,"3 pièces, terrasse",8753,1991.0,Résidence de standing,3,False,45.7894313,4.8933159
219,"Loft, 1976",575137,"2 Rue Victor Hugo, Lyon",92.3,4 pièces,6231,1976.0,Loft,4,False,45.7327284,4.8566504
220,"Maison individuelle, 2001",774257,"25 Quai Saint-Antoine, Lyon",101.5,"4 pièces, jardin",7628,2001.0,Maison individuelle,4,False,45.8399426,4.7541467
221,"Maison individuelle, 1994",414277,"10 Rue de la République, Lyon",73.8,"3 pièces, ascenseur",5614,1994.0,Maison individuelle,3,False,45.7824223,4.8171165
222,"Résidence étudiante, 1978",331357,"8 Avenue Jean Jaurès, Lyon",89.7,"4 pièces, parking",3694,1978.0,Résidence étudiante,4,False,45.7033954,4.7672807
223,"Maison jumelée, 1998",632918,"17 Rue Pasteur, Lyon",22.0,5 pièces,28769,1998.0,Maison jumelée,5,False,45.6903469,4.9304673
224,"Maison individuelle, 2012",793912,"10 Rue de la République, Lyon",86.9,4 pièces,9136,2012.0,Maison individuelle,4,False,45.8141606,4.8114601
225,"Maison de ville, 2005",673453,"5 Rue Garibaldi, Lyon",31.1,2 pièces,21654,2005.0,Maison de ville,2,False,45.776756,4.8534179
226,"Studio, 1981",232750,"5 Rue Garibaldi, Lyon",66.4,3 pièces,3505,1981.0,Studio,3,False,45.7576852,4.8958858
227,"Loft, 1987",464181,"8 Avenue Jean Jaurès, Lyon",63.5,"4 pièces, jardin",7310,1987.0,Loft,4,False,45.7651493,4.9210487
228,"Résidence étudiante, 2020",652528,"10 Rue de la République, Lyon",85.9,"4 pièces, parking",7596,2020.0,Résidence étudiante,4,False,45.7987838,4.8100154
229,"Résidence de standing, 2015",505548,"25 Quai Saint-Antoine, Lyon",78.8,5 pièces,6416,2015.0,Résidence de standing,5,False,45.7757649,4.9014466
230,"Maison individuelle, 1971",423269,"92 Quai Perrache, Lyon",83.8,"3 pièces, ascenseur",5051,1971.0,Maison individuelle,3,False,45.853673,4.7731599
231,"Maison jumelée, 1977",747737,"17 Rue Pasteur, Lyon",18.2,"4 pièces, jardin",41084,1977.0,Maison jumelée,4,False,45.726099,4.8020291
232,"Maison individuelle, 2020",731083,"13 Rue de Marseille, Lyon",105.3,3 pièces,6943,2020.0,Maison individuelle,3,False,45.7469258,4.9258595
233,"Studio, 1982",443317,"27 Rue du Président Édouard Herriot, Lyon",27.6,"2 pièces, balcon",16062,1982.0,Studio,2,False,45.8200599,4.8089333
234,"Résidence étudiante, 1989",619585,"25 Quai Saint-Antoine, Lyon",89.7,4 pièces,6907,1989.0,Résidence étudiante,4,False,45.7074351,4.7674507
235,"Résidence étudiante, 2016",313194,"4 Place Bellecour, Lyon",58.1,5 pièces,5391,2016.0,Résidence étudiante,5,False,45.6958234,4.8760616
236,"Résidence étudiante, 2010",761427,"2 Rue Victor Hugo, Lyon",109.5,"4 pièces, jardin",6954,2010.0,Résidence étudiante,4,False,45.7368422,4.8472432
237,"Penthouse, 1978",668527,"2 Rue Victor Hugo, Lyon",42.9,Studio,15583,1978.0,Penthouse,3,False,45.7826805,4.7642034
238,"Résidence de standing, 1989",394331,"2 Rue Victor Hugo, Lyon",48.3,5 pièces,8164,1989.0,Résidence de standing,5,False,45.7137517,4.8115156
239,"Immeuble, 2015",298494,"5 Rue Garibaldi, Lyon",62.9,4 pièces,4746,2015.0,Immeuble,4,False,45.7196049,4.7563941
240,"Loft, 2005",725699,"17 Rue Pasteur, Lyon",115.9,5 pièces,6261,2005.0,Loft,5,False,45.7458927,4.949641
241,"Maison jumelée, 1974",740029,"4 Place Bellecour, Lyon",76.4,5 pièces,9686,1974.0,Maison jumelée,5,False,45.7026637,4.8216002
242,"Studio, 2020",353451,"27 Rue du Président Édouard Herriot, Lyon",38.9,1 pièce,9086,2020.0,Studio,1,False,45.7269331,4.921192
243,"Résidence étudiante, 1999",782030,"13 Rue de Marseille, Lyon",55.4,"3 pièces, terrasse",14116,1999.0,Résidence étudiante,3,False,45.7833683,4.9374925
244,"Maison individuelle, 1975",560144,"92 Quai Perrache, Lyon",83.2,"5 pièces, duplex",6732,1975.0,Maison individuelle,5,False,45.7883115,4.7560025
245,"Appartement, 1977",107100,"17 Rue Pasteur, Lyon",105.1,"4 pièces, parking",1019,1977.0,Appartement,4,False,45.7367574,4.9204068
246,"Immeuble, 2000",602831,"92 Quai Perrache, Lyon",30.5,5 pièces,19765,2000.0,Immeuble,5,False,45.7091228,4.7849655
247,"Loft, 2014",492098,"4 Place Bellecour, Lyon",100.6,"4 pièces, jardin",4892,2014.0,Loft,4,False,45.6952628,4.8839531
248,"Maison individuelle, 1987",768907,"13 Rue de Marseille, Lyon",87.7,1 pièce,8767,1987.0,Maison individuelle,1,False,45.761552,4.9201086
249,"Loft, 2015",570927,"25 Quai Saint-Antoine, Lyon",52.7,"3 pièces, ascenseur",10834,2015.0,Loft,3,False,45.8062406,4.877526
250,"Penthouse, 2002",729771,"92 Quai Perrache, Lyon",106.0,5 pièces,6885,2002.0,Penthouse,5,False,45.7917273,4.8371368
251,"Résidence étudiante, 2002",533679,"4 Place Bellecour, Lyon",99.8,"2 pièces, balcon",5347,2002.0,Résidence étudiante,2,False,45.7537712,4.8786307
252,"Maison de ville, 1971",690351,"2 Rue Victor Hugo, Lyon",86.1,"5 pièces, duplex",8018,1971.0,Maison de ville,5,False,45.7032131,4.8414365
253,"Maison jumelée, 2018",401481,"4 Place Bellecour, Lyon",32.8,"3 pièces, ascenseur",12240,2018.0,Maison jumelée,3,False,45.8033356,4.9076166
254,"Maison jumelée, 2011",646314,"92 Quai Perrache, Lyon",79.8,"5 pièces, duplex",8099,2011.0,Maison jumelée,5,False,45.7188408,4.8357947
255,"Penthouse, 1989",774109,"25 Quai Saint-Antoine, Lyon",50.5,"4 pièces, jardin",15329,1989.0,Penthouse,4,False,45.7237535,4.7748036
256,"Studio, 2014",624069,"25 Quai Saint-Antoine, Lyon",53.3,1 pièce,11709,2014.0,Studio,1,False,45.7273811,4.8492405
257,"Résidence étudiante, 1994",769818,"4 Place Bellecour, Lyon",86.9,3 pièces,8859,1994.0,Résidence étudiante,3,False,45.7229083,4.8618069
258,"Résidence de standing, 2005",687126,"10 Rue de la République, Lyon",83.6,Studio,8219,2005.0,Résidence de standing,3,False,45.8420328,4.864582
259,"Penthouse, 1982",514069,"92 Quai Perrache, Lyon",108.8,"2 pièces, balcon",4725,1982.0,Penthouse,2,False,45.8177516,4.8236517
260,"Loft, 2021",594074,"4 Place Bellecour, Lyon",59.1,"4 pièces, parking",10052,2021.0,Loft,4,False,45.847068,4.7608052
261,"Penthouse, 1987",535138,"13 Rue de Marseille, Lyon",71.1,2 pièces,7527,1987.0,Penthouse,2,False,45.7343718,4.9389521
262,"Maison jumelée, 2005",634637,"25 Quai Saint-Antoine, Lyon",109.1,"2 pièces, balcon",5817,2005.0,Maison jumelée,2,False,45.8084612,4.8178301
263,"Maison individuelle, 1970",637385,"27 Rue du Président Édouard Herriot, Lyon",65.7,4 pièces,9701,1970.0,Maison individuelle,4,False,45.8611099,4.8182926
264,"Maison de ville, 1991",288213,"27 Rue du Président Édouard Herriot, Lyon",99.4,"4 pièces, jardin",2900,1991.0,Maison de ville,4,False,45.8513206,4.903471
265,"Résidence étudiante, 2001",739622,"27 Rue du Président Édouard Herriot, Lyon",78.4,3 pièces,9434,2001.0,Résidence étudiante,3,False,45.8097918,4.8580019
266,"Loft, 2005",440369,"8 Avenue Jean Jaurès, Lyon",77.0,"3 pièces, terrasse",5719,2005.0,Loft,3,False,45.7090153,4.8777153
267,"Studio, 1983",537638,"92 Quai Perrache, Lyon",69.0,"3 pièces, ascenseur",7792,1983.0,Studio,3,False,45.869056,4.8151949
268,"Penthouse, 2007",332487,"8 Avenue Jean Jaurès, Lyon",18.1,Studio,18369,2007.0,Penthouse,2,False,45.7898663,4.8785356
269,"Maison de ville, 1972",314247,"10 Rue de la République, Lyon",81.7,"4 pièces, parking",3846,1972.0,Maison de ville,4,False,45.7869817,4.7721014
270,"Maison jumelée, 1974",351640,"2 Rue Victor Hugo, Lyon",79.3,3 pièces,4434,1974.0,Maison jumelée,3,False,45.8128221,4.8174358
271,"Appartement, 1986",98588,"8 Avenue Jean Jaurès, Lyon",101.5,4 pièces,971,1986.0,Appartement,4,False,45.8648521,4.8432709
272,"Résidence de standing, 2020",266952,"8 Avenue Jean Jaurès, Lyon",103.7,"2 pièces, balcon",2574,2020.0,Résidence de standing,2,False,45.8601534,4.9206098
273,"Maison individuelle, 1991",354575,"17 Rue Pasteur, Lyon",108.5,Studio,3268,1991.0,Maison individuelle,2,False,45.8138977,4.8350615
274,"Résidence de standing, 1983",575653,"8 Avenue Jean Jaurès, Lyon",96.5,Studio,5965,1983.0,Résidence de standing,2,False,45.7297353,4.8166941
275,"Loft, 1984",477555,"4 Place Bellecour, Lyon",64.6,1 pièce,7392,1984.0,Loft,1,False,45.8102403,4.920966
276,"Loft, 1984",341909,"13 Rue de Marseille, Lyon",100.5,"5 pièces, duplex",3402,1984.0,Loft,5,False,45.7002158,4.8164926
277,"Résidence de standing, 2006",735090,"10 Rue de la République, Lyon",38.4,4 pièces,19143,2006.0,Résidence de standing,4,False,45.8569226,4.851564
278,"Loft, 1989",353648,"5 Rue Garibaldi, Lyon",118.1,4 pièces,2994,1989.0,Loft,4,False,45.7426021,4.7663236
279,"Penthouse, 1974",238283,"17 Rue Pasteur, Lyon",33.8,5 pièces,7050,1974.0,Penthouse,5,False,45.7058567,4.8977209
280,"Maison individuelle, 2013",339863,"17 Rue Pasteur, Lyon",54.5,"5 pièces, duplex",6236,2013.0,Maison individuelle,5,False,45.7243187,4.9052076
281,"Immeuble, 1982",474628,"10 Rue de la République, Lyon",73.8,"5 pièces, duplex",6431,1982.0,Immeuble,5,False,45.7072074,4.7698657
282,"Maison de ville, 1972",660045,"25 Quai Saint-Antoine, Lyon",69.9,"4 pièces, jardin",9443,1972.0,Maison de ville,4,False,45.8517657,4.8453405
283,"Loft, 1990",684350,"4 Place Bellecour, Lyon",85.2,"4 pièces, jardin",8032,1990.0,Loft,4,False,45.7767527,4.7755769
284,"Immeuble, 2004",409088,"92 Quai Perrache, Lyon",47.2,"3 pièces, ascenseur",8667,2004.0,Immeuble,3,False,45.8467257,4.9021679
285,"Immeuble, 1994",613229,"4 Place Bellecour, Lyon",55.1,"4 pièces, jardin",11129,1994.0,Immeuble,4,False,45.8390844,4.8765549
286,"Studio, 2013",551764,"17 Rue Pasteur, Lyon",52.2,1 pièce,10570,2013.0,Studio,1,False,45.7958323,4.8889931
287,"Maison de ville, 2022",256097,"27 Rue du Président Édouard Herriot, Lyon",71.2,4 pièces,3597,2022.0,Maison de ville,4,False,45.8650876,4.7650801
288,"Penthouse, 1978",777309,"10 Rue de la République, Lyon",27.9,"2 pièces, balcon",27861,1978.0,Penthouse,2,False,45.7209748,4.847898
289,"Résidence de standing, 1973",226421,"5 Rue Garibaldi, Lyon",24.7,1 pièce,9167,1973.0,Résidence de standing,1,False,45.7723123,4.896289
290,"Penthouse, 2003",263236,"2 Rue Victor Hugo, Lyon",18.3,"2 pièces, balcon",14384,2003.0,Penthouse,2,False,45.7979315,4.769279
291,"Studio, 1975",585283,"10 Rue de la République, Lyon",20.5,"5 pièces, duplex",28550,1975.0,Studio,5,False,45.8343504,4.9113768
292,"Penthouse, 2018",532980,"4 Place Bellecour, Lyon",35.5,4 pièces,15014,2018.0,Penthouse,4,False,45.7416495,4.8680118
293,"Maison individuelle, 1986",620635,"2 Rue Victor Hugo, Lyon",22.1,2 pièces,28083,1986.0,Maison individuelle,2,False,45.8535767,4.8532987
294,"Appartement, 2012",121732,"5 Rue Garibaldi, Lyon",97.7,3 pièces,1246,2012.0,Appartement,3,False,45.8338704,4.8240339
295,"Maison de ville, 1972",418409,"10 Rue de la République, Lyon",77.8,"4 pièces, jardin",5378,1972.0,Maison de ville,4,False,45.7548836,4.9065114
296,"Loft, 1986",455674,"25 Quai Saint-Antoine, Lyon",55.8,4 pièces,8166,1986.0,Loft,4,False,45.7958477,4.856731
297,"Résidence étudiante, 1987",742857,"8 Avenue Jean Jaurès, Lyon",36.2,5 pièces,20521,1987.0,Résidence étudiante,5,False,45.8547099,4.8656943
298,"Maison de ville, 2017",575169,"17 Rue Pasteur, Lyon",25.1,3 pièces,22915,2017.0,Maison de ville,3,False,45.6929203,4.9477443
299,"Résidence étudiante, 2016",429656,"5 Rue Garibaldi, Lyon",47.6,2 pièces,9026,2016.0,Résidence étudiante,2,False,45.844423,4.8716449
300,"Résidence étudiante, 1999",549620,"27 Rue du Président Édouard Herriot, Lyon",37.9,"5 pièces, duplex",14502,1999.0,Résidence étudiante,5,False,45.7116546,4.9327759
301,"Immeuble, 2007",602594,"2 Rue Victor Hugo, Lyon",82.7,1 pièce,7287,2007.0,Immeuble,1,False,45.792813,4.907689
302,"Maison individuelle, 2017",315341,"13 Rue de Marseille, Lyon",106.8,2 pièces,2953,2017.0,Maison individuelle,2,False,45.7265542,4.9231908
303,"Studio, 1993",404397,"2 Rue Victor Hugo, Lyon",69.7,3 pièces,5802,1993.0,Studio,3,False,45.8476784,4.7889979
304,"Loft, 2009",678431,"8 Avenue Jean Jaurès, Lyon",65.0,1 pièce,10437,2009.0,Loft,1,False,45.8477484,4.8590247
305,"Maison jumelée, 1993",251736,"17 Rue Pasteur, Lyon",112.8,3 pièces,2232,1993.0,Maison jumelée,3,False,45.8378718,4.7847783
306,"Immeuble, 2023",459012,"27 Rue du Président Édouard Herriot, Lyon",114.9,"2 pièces, balcon",3995,2023.0,Immeuble,2,False,45.7364338,4.7874434
307,"Maison jumelée, 1999",794931,"17 Rue Pasteur, Lyon",116.8,"3 pièces, terrasse",6806,1999.0,Maison jumelée,3,False,45.8054567,4.75297
308,"Loft, 2014",355969,"17 Rue Pasteur, Lyon",71.0,Studio,5014,2014.0,Loft,3,False,45.8634427,4.9399104
309,"Maison individuelle, 2005",657476,"17 Rue Pasteur, Lyon",47.3,2 pièces,13900,2005.0,Maison individuelle,2,False,45.7965227,4.8068438
310,"Maison de ville, 2005",740136,"92 Quai Perrache, Lyon",91.4,"3 pièces, terrasse",8098,2005.0,Maison de ville,3,False,45.832185,4.8052853
311,"Résidence étudiante, 2016",308104,"92 Quai Perrache, Lyon",101.5,"3 pièces, terrasse",3036,2016.0,Résidence étudiante,3,False,45.7613035,4.9020904
312,"Maison de ville, 2009",240782,"17 Rue Pasteur, Lyon",98.3,4 pièces,2449,2009.0,Maison de ville,4,False,45.7080435,4.8302332
313,"Maison jumelée, 1996",494693,"13 Rue de Marseille, Lyon",40.0,"2 pièces, balcon",12367,1996.0,Maison jumelée,2,False,45.8529137,4.8511898
314,"Résidence étudiante, 2020",329583,"5 Rue Garibaldi, Lyon",98.4,2 pièces,3349,2020.0,Résidence étudiante,2,False,45.8340959,4.9104669
315,"Appartement, 1992",108688,"4 Place Bellecour, Lyon",106.4,3 pièces,1022,1992.0,Appartement,3,False,45.8231551,4.7855991
316,"Maison jumelée, 1979",376877,"17 Rue Pasteur, Lyon",32.5,"4 pièces, parking",11596,1979.0,Maison jumelée,4,False,45.8323638,4.8648864
317,"Résidence étudiante, 2013",773326,"5 Rue Garibaldi, Lyon",24.2,1 pièce,31956,2013.0,Résidence étudiante,1,False,45.7474728,4.8004121
318,"Maison jumelée, 1997",582103,"2 Rue Victor Hugo, Lyon",107.7,"4 pièces, jardin",5405,1997.0,Maison jumelée,4,False,45.8144043,4.9040459
319,"Penthouse, 2020",460176,"8 Avenue Jean Jaurès, Lyon",80.6,"2 pièces, balcon",5709,2020.0,Penthouse,2,False,45.7029425,4.8361902
320,"Penthouse, 1997",612561,"5 Rue Garibaldi, Lyon",112.7,1 pièce,5435,1997.0,Penthouse,1,False,45.705778,4.909281
321,"Penthouse, 1972",481202,"17 Rue Pasteur, Lyon",112.4,"2 pièces, balcon",4281,1972.0,Penthouse,2,False,45.8135831,4.8472449
322,"Maison jumelée, 2011",435503,"13 Rue de Marseille, Lyon",74.2,"3 pièces, terrasse",5869,2011.0,Maison jumelée,3,False,45.7272833,4.8534169
323,"Loft, 2007",791059,"25 Quai Saint-Antoine, Lyon",45.9,"2 pièces, balcon",17234,2007.0,Loft,2,False,45.7932024,4.8317881
324,"Penthouse, 2010",488242,"17 Rue Pasteur, Lyon",111.1,"3 pièces, terrasse",4395,2010.0,Penthouse,3,False,45.7727304,4.7584259
325,"Résidence de standing, 2022",333569,"5 Rue Garibaldi, Lyon",112.2,1 pièce,2973,2022.0,Résidence de standing,1,False,45.8480626,4.8376951
326,"Loft, 2019",760979,"25 Quai Saint-Antoine, Lyon",113.8,"4 pièces, parking",6687,2019.0,Loft,4,False,45.7217507,4.8650796
327,"Maison de ville, 2003",677155,"17 Rue Pasteur, Lyon",42.6,"2 pièces, balcon",15896,2003.0,Maison de ville,2,False,45.7335488,4.8690785
328,"Penthouse, 1971",629796,"92 Quai Perrache, Lyon",96.3,"5 pièces, duplex",6540,1971.0,Penthouse,5,False,45.7734174,4.8546904
329,"Maison jumelée, 1978",652810,"17 Rue Pasteur, Lyon",75.1,"4 pièces, parking",8693,1978.0,Maison jumelée,4,False,45.8313604,4.9043182
